endpoint,group,algorithm,MSE,CI95_low,CI95_high,interval_scope
Y_sel,P_A4,ridge,0.0016479814863739452,0.001355331401858599,0.0019993374315792926,descriptive fixed OOF percentile; unadjusted
Y_sel,P_A4,hgb,0.0010308951147714606,0.0008358328755507181,0.001266174504627829,descriptive fixed OOF percentile; unadjusted
Y_sel,P_A4,best,0.0010308951147714606,0.0008358328755507181,0.001266174504627829,descriptive fixed OOF percentile; unadjusted
Y_sel,P_A5,ridge,0.0016528330231965116,0.001363399597768011,0.0019982307963691357,descriptive fixed OOF percentile; unadjusted
Y_sel,P_A5,hgb,0.0010371915307751949,0.0008428170461543153,0.0012718329961939972,descriptive fixed OOF percentile; unadjusted
Y_sel,P_A5,best,0.0010371915307751949,0.0008428170461543153,0.0012718329961939972,descriptive fixed OOF percentile; unadjusted
Y_sel,P_B1,ridge,0.0016472525193858268,0.0013594886605155238,0.00198356276384328,descriptive fixed OOF percentile; unadjusted
Y_sel,P_B1,hgb,0.0010600039262898852,0.0008613001629952439,0.0013033174292534954,descriptive fixed OOF percentile; unadjusted
Y_sel,P_B1,best,0.0010600039262898852,0.0008613001629952439,0.0013033174292534954,descriptive fixed OOF percentile; unadjusted
Y_sel,P_B2,ridge,0.0015256847837213138,0.001262408835273168,0.0018254051424362254,descriptive fixed OOF percentile; unadjusted
Y_sel,P_B2,hgb,0.0010403201836481648,0.000853017091881429,0.0012726212961531535,descriptive fixed OOF percentile; unadjusted
Y_sel,P_B2,best,0.0010403201836481648,0.000853017091881429,0.0012726212961531535,descriptive fixed OOF percentile; unadjusted
Y_sel,P_B3,ridge,0.0015086171149749374,0.00125942519446549,0.0017971582070550464,descriptive fixed OOF percentile; unadjusted
Y_sel,P_B3,hgb,0.0010604476841710355,0.0008629400406826805,0.0013047471007064158,descriptive fixed OOF percentile; unadjusted
Y_sel,P_B3,best,0.0010604476841710355,0.0008629400406826805,0.0013047471007064158,descriptive fixed OOF percentile; unadjusted
Y_sel,P_B4,ridge,0.0016915074774419298,0.0013835029702619656,0.0020315959845719593,descriptive fixed OOF percentile; unadjusted
Y_sel,P_B4,hgb,0.0010361751012133045,0.0008459981374040997,0.0012728118444204936,descriptive fixed OOF percentile; unadjusted
Y_sel,P_B4,best,0.0010361751012133045,0.0008459981374040997,0.0012728118444204936,descriptive fixed OOF percentile; unadjusted
Y_sel,P_B5,ridge,0.0016733755796343585,0.0013779373135941234,0.0019951663820899318,descriptive fixed OOF percentile; unadjusted
Y_sel,P_B5,hgb,0.0010539164572818424,0.0008538716325820563,0.0012964378618882054,descriptive fixed OOF percentile; unadjusted
Y_sel,P_B5,best,0.0010539164572818424,0.0008538716325820563,0.0012964378618882054,descriptive fixed OOF percentile; unadjusted
Y_sel,P_B6,ridge,0.0014411805360607629,0.0012001431815860547,0.0017143381903517432,descriptive fixed OOF percentile; unadjusted
Y_sel,P_B6,hgb,0.0009981392521829537,0.0008185194587468769,0.001224021887052105,descriptive fixed OOF percentile; unadjusted
Y_sel,P_B6,best,0.0009981392521829537,0.0008185194587468769,0.001224021887052105,descriptive fixed OOF percentile; unadjusted
Y_sel,P_B7,ridge,0.001676166130054912,0.0013723979296761059,0.0020423725528408193,descriptive fixed OOF percentile; unadjusted
Y_sel,P_B7,hgb,0.0010597980582333255,0.0008630516264429256,0.0013018204610903037,descriptive fixed OOF percentile; unadjusted
Y_sel,P_B7,best,0.0010597980582333255,0.0008630516264429256,0.0013018204610903037,descriptive fixed OOF percentile; unadjusted
Y_sel,P_C1,ridge,0.0013728098475039702,0.0011322599692002605,0.0016549704121996145,descriptive fixed OOF percentile; unadjusted
Y_sel,P_C1,hgb,0.0009555741091841134,0.0007648348438879416,0.00118706767116539,descriptive fixed OOF percentile; unadjusted
Y_sel,P_C1,best,0.0009555741091841134,0.0007648348438879416,0.00118706767116539,descriptive fixed OOF percentile; unadjusted
Y_sel,P_C2,ridge,0.0014575016951076335,0.001208944841834701,0.0017494741953881091,descriptive fixed OOF percentile; unadjusted
Y_sel,P_C2,hgb,0.0009562303712375752,0.0007784310187129074,0.0011755340122562386,descriptive fixed OOF percentile; unadjusted
Y_sel,P_C2,best,0.0009562303712375752,0.0007784310187129074,0.0011755340122562386,descriptive fixed OOF percentile; unadjusted
Y_sel,P_C3,ridge,0.001595114320723357,0.0013343493910806987,0.0018970718348469728,descriptive fixed OOF percentile; unadjusted
Y_sel,P_C3,hgb,0.001025208421614538,0.0008358340453518001,0.0012609964040544658,descriptive fixed OOF percentile; unadjusted
Y_sel,P_C3,best,0.001025208421614538,0.0008358340453518001,0.0012609964040544658,descriptive fixed OOF percentile; unadjusted
Y_sel,P_C4,ridge,0.0014967259878416743,0.001254222325626582,0.001776964662521857,descriptive fixed OOF percentile; unadjusted
Y_sel,P_C4,hgb,0.0008423175603692041,0.0006891981923350367,0.0010344368570969948,descriptive fixed OOF percentile; unadjusted
Y_sel,P_C4,best,0.0008423175603692041,0.0006891981923350367,0.0010344368570969948,descriptive fixed OOF percentile; unadjusted
Y_sel,P_D1,ridge,0.0016440131556592886,0.0013592314626198882,0.001987702690287218,descriptive fixed OOF percentile; unadjusted
Y_sel,P_D1,hgb,0.0010311538770707545,0.0008434225857341137,0.0012600385559597437,descriptive fixed OOF percentile; unadjusted
Y_sel,P_D1,best,0.0010311538770707545,0.0008434225857341137,0.0012600385559597437,descriptive fixed OOF percentile; unadjusted
Y_sel,P_D2,ridge,0.0016560375919552493,0.001367349286752687,0.0019976838782939828,descriptive fixed OOF percentile; unadjusted
Y_sel,P_D2,hgb,0.0009693915928347889,0.0007842413126630229,0.0011922096880753557,descriptive fixed OOF percentile; unadjusted
Y_sel,P_D2,best,0.0009693915928347889,0.0007842413126630229,0.0011922096880753557,descriptive fixed OOF percentile; unadjusted
Y_sel,P_D3,ridge,0.001643168381831037,0.001360004239715556,0.0019781236436797545,descriptive fixed OOF percentile; unadjusted
Y_sel,P_D3,hgb,0.0010340427916964445,0.0008462207255032383,0.0012618077689178996,descriptive fixed OOF percentile; unadjusted
Y_sel,P_D3,best,0.0010340427916964445,0.0008462207255032383,0.0012618077689178996,descriptive fixed OOF percentile; unadjusted
Y_sel,P_D4,ridge,0.0016442582555751106,0.0013622513895972252,0.00197709841258828,descriptive fixed OOF percentile; unadjusted
Y_sel,P_D4,hgb,0.0009989117394456682,0.0008175166421653594,0.0012183893105598045,descriptive fixed OOF percentile; unadjusted
Y_sel,P_D4,best,0.0009989117394456682,0.0008175166421653594,0.0012183893105598045,descriptive fixed OOF percentile; unadjusted
Y_sel,Q_C1,ridge,0.0011645647732807,0.0009625870207557425,0.0013959102390952267,descriptive fixed OOF percentile; unadjusted
Y_sel,Q_C1,hgb,0.0009104221570421928,0.0007332935599993334,0.0011353220281514083,descriptive fixed OOF percentile; unadjusted
Y_sel,Q_C1,best,0.0009104221570421928,0.0007332935599993334,0.0011353220281514083,descriptive fixed OOF percentile; unadjusted
Y_sel,Q_C2,ridge,0.0011668210177100057,0.0009680474686448297,0.001395428155005112,descriptive fixed OOF percentile; unadjusted
Y_sel,Q_C2,hgb,0.0009027449156040829,0.0007205995937657782,0.0011243091574398387,descriptive fixed OOF percentile; unadjusted
Y_sel,Q_C2,best,0.0009027449156040829,0.0007205995937657782,0.0011243091574398387,descriptive fixed OOF percentile; unadjusted
Y_sel,Q_C3,ridge,0.001186301870196847,0.000992122445717329,0.0014108110560044603,descriptive fixed OOF percentile; unadjusted
Y_sel,Q_C3,hgb,0.0009466428148541101,0.000762625739491335,0.001166396082105184,descriptive fixed OOF percentile; unadjusted
Y_sel,Q_C3,best,0.0009466428148541101,0.000762625739491335,0.001166396082105184,descriptive fixed OOF percentile; unadjusted
Y_sel,Q_C4,ridge,0.001257131611953246,0.00104650982823918,0.0015006864221149068,descriptive fixed OOF percentile; unadjusted
Y_sel,Q_C4,hgb,0.0008329770620727883,0.0006698349363506286,0.001040463559748963,descriptive fixed OOF percentile; unadjusted
Y_sel,Q_C4,best,0.0008329770620727883,0.0006698349363506286,0.001040463559748963,descriptive fixed OOF percentile; unadjusted
Y_sel,Q_D1,ridge,0.0013212940485367566,0.00109543017520346,0.0015859302066378999,descriptive fixed OOF percentile; unadjusted
Y_sel,Q_D1,hgb,0.0009546074319665591,0.0007702375560495302,0.0011772624621435486,descriptive fixed OOF percentile; unadjusted
Y_sel,Q_D1,best,0.0009546074319665591,0.0007702375560495302,0.0011772624621435486,descriptive fixed OOF percentile; unadjusted
Y_sel,Q_D2,ridge,0.0013219520314369448,0.001095148770112648,0.0015879384914904066,descriptive fixed OOF percentile; unadjusted
Y_sel,Q_D2,hgb,0.0009275024567606608,0.000737116696317046,0.0011545968313595631,descriptive fixed OOF percentile; unadjusted
Y_sel,Q_D2,best,0.0009275024567606608,0.000737116696317046,0.0011545968313595631,descriptive fixed OOF percentile; unadjusted
Y_sel,Q_D3,ridge,0.0013200576311566826,0.0010944663099643568,0.0015855200610893226,descriptive fixed OOF percentile; unadjusted
Y_sel,Q_D3,hgb,0.000936509080679956,0.0007581964235957878,0.001155174251950929,descriptive fixed OOF percentile; unadjusted
Y_sel,Q_D3,best,0.000936509080679956,0.0007581964235957878,0.001155174251950929,descriptive fixed OOF percentile; unadjusted
Y_sel,Q_D4,ridge,0.0013218625625497091,0.0010955024562719557,0.001586627188580648,descriptive fixed OOF percentile; unadjusted
Y_sel,Q_D4,hgb,0.000968358423026126,0.000786875781299219,0.001192499135229448,descriptive fixed OOF percentile; unadjusted
Y_sel,Q_D4,best,0.000968358423026126,0.000786875781299219,0.001192499135229448,descriptive fixed OOF percentile; unadjusted
Y_sel,J,ridge,0.0011098037660099832,0.0009017706749903063,0.0013482212083702348,descriptive fixed OOF percentile; unadjusted
Y_sel,J,hgb,0.000790148443397866,0.0006345894105317486,0.0009856346044372494,descriptive fixed OOF percentile; unadjusted
Y_sel,J,best,0.000790148443397866,0.0006345894105317486,0.0009856346044372494,descriptive fixed OOF percentile; unadjusted
Y_sel,S0,best,0.0008423175603692041,0.0006891981923350367,0.0010344368570969948,descriptive fixed OOF percentile; unadjusted
Y_sel,Sd,best,0.0008329770620727883,0.0006698349363506286,0.001040463559748963,descriptive fixed OOF percentile; unadjusted
Y_cal,B0,ridge,0.0004998838745863538,0.00042925285751443167,0.0005861054506253769,descriptive fixed OOF percentile; unadjusted
Y_cal,B0,hgb,0.00047026007025308727,0.00039509935865064796,0.0005609603158909998,descriptive fixed OOF percentile; unadjusted
Y_cal,B0,best,0.00047699659830173686,0.00040441401573618614,0.0005656237951828081,descriptive fixed OOF percentile; unadjusted
Y_cal,Bd,ridge,0.00047867318770679985,0.0003738585264950807,0.0006227854273099052,descriptive fixed OOF percentile; unadjusted
Y_cal,Bd,hgb,0.0004285443957754929,0.00036272976371592053,0.0005067291974365285,descriptive fixed OOF percentile; unadjusted
Y_cal,Bd,best,0.00048322799115699245,0.00037576136239777646,0.0006375363483053559,descriptive fixed OOF percentile; unadjusted
Y_cal,P_A1,ridge,0.0004982700262556788,0.00042790929086348133,0.0005857331685863978,descriptive fixed OOF percentile; unadjusted
Y_cal,P_A1,hgb,0.00046144970883147773,0.0003911721229477918,0.0005456951758931389,descriptive fixed OOF percentile; unadjusted
Y_cal,P_A1,best,0.00046845156976991483,0.00039901944173238117,0.0005542164280774244,descriptive fixed OOF percentile; unadjusted
Y_cal,P_A2,ridge,0.00048823737421918226,0.00041613866064032037,0.0005758336551162387,descriptive fixed OOF percentile; unadjusted
Y_cal,P_A2,hgb,0.0004561918713979892,0.00038752001815022213,0.0005403743129236702,descriptive fixed OOF percentile; unadjusted
Y_cal,P_A2,best,0.0004637737433378038,0.00039584063023654975,0.000548213917563819,descriptive fixed OOF percentile; unadjusted
Y_cal,P_A3,ridge,0.0005001169926460388,0.00042939896931138875,0.0005860654230953094,descriptive fixed OOF percentile; unadjusted
Y_cal,P_A3,hgb,0.00046676670774907064,0.00039477172877120054,0.0005539477913847112,descriptive fixed OOF percentile; unadjusted
Y_cal,P_A3,best,0.00046676670774907064,0.00039477172877120054,0.0005539477913847112,descriptive fixed OOF percentile; unadjusted
Y_cal,P_A4,ridge,0.00048277805949515935,0.00041240907538460614,0.0005703389700865043,descriptive fixed OOF percentile; unadjusted
Y_cal,P_A4,hgb,0.000442671202448288,0.0003726374996557615,0.0005280886915507519,descriptive fixed OOF percentile; unadjusted
Y_cal,P_A4,best,0.000442671202448288,0.0003726374996557615,0.0005280886915507519,descriptive fixed OOF percentile; unadjusted
Y_cal,P_A5,ridge,0.0004900207939125931,0.0004192271212434099,0.0005750135882750501,descriptive fixed OOF percentile; unadjusted
Y_cal,P_A5,hgb,0.00044471221755883677,0.0003777318234226851,0.0005245810286214234,descriptive fixed OOF percentile; unadjusted
Y_cal,P_A5,best,0.0004562764783229536,0.00039004459949703435,0.0005358793804449141,descriptive fixed OOF percentile; unadjusted
Y_cal,P_B1,ridge,0.0005618838276469325,0.0004442114793547294,0.0007219596537336368,descriptive fixed OOF percentile; unadjusted
Y_cal,P_B1,hgb,0.00046852054361022844,0.00039445984909913275,0.00055745905320375,descriptive fixed OOF percentile; unadjusted
Y_cal,P_B1,best,0.0005248617788879854,0.0004130827659008798,0.0006846537049231033,descriptive fixed OOF percentile; unadjusted
Y_cal,P_B2,ridge,0.00048196629302051314,0.00041358706924798444,0.0005653404987006295,descriptive fixed OOF percentile; unadjusted
Y_cal,P_B2,hgb,0.00046256939138479124,0.0003888845869544089,0.0005511147405310037,descriptive fixed OOF percentile; unadjusted
Y_cal,P_B2,best,0.00046670828208539,0.00039801771534464834,0.0005509529097396006,descriptive fixed OOF percentile; unadjusted
Y_cal,P_B3,ridge,0.0004462611758812921,0.0003858537885743431,0.0005209617231506072,descriptive fixed OOF percentile; unadjusted
Y_cal,P_B3,hgb,0.0004666549545699928,0.00039417095314757644,0.0005544577616223256,descriptive fixed OOF percentile; unadjusted
Y_cal,P_B3,best,0.0004510689410765735,0.00039040230891049883,0.0005243734646957294,descriptive fixed OOF percentile; unadjusted
Y_cal,P_B4,ridge,0.0005624529307997638,0.0004438719213545906,0.0007250037448661944,descriptive fixed OOF percentile; unadjusted
Y_cal,P_B4,hgb,0.00046547979144019884,0.0003902593208809456,0.0005560917667404706,descriptive fixed OOF percentile; unadjusted
Y_cal,P_B4,best,0.0005182311159131502,0.00040449070171802876,0.0006790625205702477,descriptive fixed OOF percentile; unadjusted
Y_cal,P_B5,ridge,0.0005526020495705425,0.0004360338491784368,0.0007072291351659636,descriptive fixed OOF percentile; unadjusted
Y_cal,P_B5,hgb,0.0004556117535213927,0.0003835247682236344,0.0005429825808354626,descriptive fixed OOF percentile; unadjusted
Y_cal,P_B5,best,0.0004556117535213927,0.0003835247682236344,0.0005429825808354626,descriptive fixed OOF percentile; unadjusted
Y_cal,P_B6,ridge,0.00047195196183306905,0.0004047540093231219,0.0005525342318357621,descriptive fixed OOF percentile; unadjusted
Y_cal,P_B6,hgb,0.0004632916749784931,0.0003889371436435848,0.0005545786907852077,descriptive fixed OOF percentile; unadjusted
Y_cal,P_B6,best,0.00046658568636697226,0.00039712584300464744,0.0005511488068134546,descriptive fixed OOF percentile; unadjusted
Y_cal,P_B7,ridge,0.0005054365230402571,0.0004304437364466542,0.0005954043147897741,descriptive fixed OOF percentile; unadjusted
Y_cal,P_B7,hgb,0.0004634124293871573,0.000391947732533264,0.0005509571901656181,descriptive fixed OOF percentile; unadjusted
Y_cal,P_B7,best,0.0004776230949165103,0.00040450681098270434,0.0005662144093844048,descriptive fixed OOF percentile; unadjusted
Y_cal,P_C1,ridge,0.00046674416231612235,0.0004019789121399768,0.0005454963984577916,descriptive fixed OOF percentile; unadjusted
Y_cal,P_C1,hgb,0.0004542865675658117,0.00038154757016438964,0.0005438181140999939,descriptive fixed OOF percentile; unadjusted
Y_cal,P_C1,best,0.0004596265737881177,0.0003909227642296433,0.000546718598068713,descriptive fixed OOF percentile; unadjusted
Y_cal,P_C2,ridge,0.0004734020998846166,0.0004074088741881917,0.0005532679082451316,descriptive fixed OOF percentile; unadjusted
Y_cal,P_C2,hgb,0.00044426429699744675,0.0003789951464024561,0.0005224690770786986,descriptive fixed OOF percentile; unadjusted
Y_cal,P_C2,best,0.00045280427521770926,0.0003891659033294153,0.0005307345774911776,descriptive fixed OOF percentile; unadjusted
Y_cal,P_C3,ridge,0.0005502155858222495,0.00043457207277784325,0.0007000967829915522,descriptive fixed OOF percentile; unadjusted
Y_cal,P_C3,hgb,0.0004722391682691967,0.00039731345722524865,0.0005662597499806039,descriptive fixed OOF percentile; unadjusted
Y_cal,P_C3,best,0.0004722391682691967,0.00039731345722524865,0.0005662597499806039,descriptive fixed OOF percentile; unadjusted
Y_cal,P_C4,ridge,0.0004781436887433643,0.00040903129861272723,0.0005597796062113268,descriptive fixed OOF percentile; unadjusted
Y_cal,P_C4,hgb,0.000447577698573455,0.00037771378587976465,0.00053372055897708,descriptive fixed OOF percentile; unadjusted
Y_cal,P_C4,best,0.000447577698573455,0.00037771378587976465,0.00053372055897708,descriptive fixed OOF percentile; unadjusted
Y_cal,P_D1,ridge,0.0004914266359507671,0.00042156092257940477,0.0005765592164844725,descriptive fixed OOF percentile; unadjusted
Y_cal,P_D1,hgb,0.0004529816509714436,0.00038579337693445934,0.0005329570836282113,descriptive fixed OOF percentile; unadjusted
Y_cal,P_D1,best,0.0004529816509714436,0.00038579337693445934,0.0005329570836282113,descriptive fixed OOF percentile; unadjusted
Y_cal,P_D2,ridge,0.000499985081177679,0.00042825107433448837,0.0005863896210940848,descriptive fixed OOF percentile; unadjusted
Y_cal,P_D2,hgb,0.0004455122687897171,0.0003767466499994962,0.0005278765902237939,descriptive fixed OOF percentile; unadjusted
Y_cal,P_D2,best,0.0004455122687897171,0.0003767466499994962,0.0005278765902237939,descriptive fixed OOF percentile; unadjusted
Y_cal,P_D3,ridge,0.0004989442363583155,0.0004279329689538307,0.0005867254276283385,descriptive fixed OOF percentile; unadjusted
Y_cal,P_D3,hgb,0.0004672240676691415,0.00039347991359597884,0.0005546104826635901,descriptive fixed OOF percentile; unadjusted
Y_cal,P_D3,best,0.0004736068990242679,0.00040377818765676907,0.0005593253040466039,descriptive fixed OOF percentile; unadjusted
Y_cal,P_D4,ridge,0.00048588067067415283,0.0004176080112806863,0.0005695275371493944,descriptive fixed OOF percentile; unadjusted
Y_cal,P_D4,hgb,0.0004633909516934103,0.0003885775747011659,0.0005599250106022678,descriptive fixed OOF percentile; unadjusted
Y_cal,P_D4,best,0.0004633909516934103,0.0003885775747011659,0.0005599250106022678,descriptive fixed OOF percentile; unadjusted
Y_cal,Q_C1,ridge,0.00046550136834490785,0.000361515952627165,0.0006080791227542087,descriptive fixed OOF percentile; unadjusted
Y_cal,Q_C1,hgb,0.0004190833816296919,0.00035461302910661516,0.0004982015507916442,descriptive fixed OOF percentile; unadjusted
Y_cal,Q_C1,best,0.0004755980225501708,0.0003706852704819322,0.000631063162661131,descriptive fixed OOF percentile; unadjusted
Y_cal,Q_C2,ridge,0.00046490636568745597,0.0003614957908385015,0.0006074010386229426,descriptive fixed OOF percentile; unadjusted
Y_cal,Q_C2,hgb,0.00041582801182156573,0.00035191919333685,0.0004943695820624602,descriptive fixed OOF percentile; unadjusted
Y_cal,Q_C2,best,0.00047618298751600876,0.00036978074824848303,0.000634552261827031,descriptive fixed OOF percentile; unadjusted
Y_cal,Q_C3,ridge,0.000481357457365694,0.00037494345358812114,0.0006280467251998822,descriptive fixed OOF percentile; unadjusted
Y_cal,Q_C3,hgb,0.0004318632518730217,0.0003627453733743772,0.0005186852930039295,descriptive fixed OOF percentile; unadjusted
Y_cal,Q_C3,best,0.0004903199492932174,0.0003772462131582891,0.0006506075590075087,descriptive fixed OOF percentile; unadjusted
Y_cal,Q_C4,ridge,0.000470746870441743,0.00036735788201160374,0.0006146345117151472,descriptive fixed OOF percentile; unadjusted
Y_cal,Q_C4,hgb,0.0003826746206234909,0.0003286623196662975,0.00044695783946980443,descriptive fixed OOF percentile; unadjusted
Y_cal,Q_C4,best,0.0004456548943007683,0.00034610499151957436,0.0005863506474588122,descriptive fixed OOF percentile; unadjusted
Y_cal,Q_D1,ridge,0.0004793258977367798,0.00037420044473892504,0.000623754143010828,descriptive fixed OOF percentile; unadjusted
Y_cal,Q_D1,hgb,0.00042270684463760965,0.0003603928600011977,0.0004959018279326268,descriptive fixed OOF percentile; unadjusted
Y_cal,Q_D1,best,0.00047743620598368673,0.00037173655752800245,0.0006250481251114143,descriptive fixed OOF percentile; unadjusted
Y_cal,Q_D2,ridge,0.00047884761615862257,0.0003734105556177015,0.0006232933814886047,descriptive fixed OOF percentile; unadjusted
Y_cal,Q_D2,hgb,0.00043167674224198086,0.00035818569234816297,0.0005197160403688787,descriptive fixed OOF percentile; unadjusted
Y_cal,Q_D2,best,0.00048621972980785545,0.000374821108014272,0.0006475847553722709,descriptive fixed OOF percentile; unadjusted
Y_cal,Q_D3,ridge,0.0004793687608732944,0.00037418093287292105,0.0006233197840448076,descriptive fixed OOF percentile; unadjusted
Y_cal,Q_D3,hgb,0.000430926270050812,0.0003641354052324664,0.0005112519496229956,descriptive fixed OOF percentile; unadjusted
Y_cal,Q_D3,best,0.000488455782002485,0.0003798312716728009,0.0006432664288141714,descriptive fixed OOF percentile; unadjusted
Y_cal,Q_D4,ridge,0.0004780167697044007,0.00037400958516325326,0.0006222082135631273,descriptive fixed OOF percentile; unadjusted
Y_cal,Q_D4,hgb,0.00042953949872350325,0.0003609630933993826,0.000512560332326963,descriptive fixed OOF percentile; unadjusted
Y_cal,Q_D4,best,0.00048098530028674427,0.0003746679327059226,0.0006381621131284753,descriptive fixed OOF percentile; unadjusted
Y_cal,J,ridge,0.000491467837417007,0.0003789316214482742,0.0006487843971733834,descriptive fixed OOF percentile; unadjusted
Y_cal,J,hgb,0.0003866979008558813,0.00033044959772495126,0.00045537347890175665,descriptive fixed OOF percentile; unadjusted
Y_cal,J,best,0.0004506892702676857,0.0003485274567727328,0.0005964520341992977,descriptive fixed OOF percentile; unadjusted
Y_cal,S0,best,0.0004500789050443885,0.0003816825199987008,0.0005341721466268557,descriptive fixed OOF percentile; unadjusted
Y_cal,Sd,best,0.0004420458479695705,0.00034099216689079836,0.0005882382579531884,descriptive fixed OOF percentile; unadjusted
